Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
soybean.csv,AdaBoostClassifier,10,"{'n_estimators': 77, 'learning_rate': 0.0879131438614019}",0.582089552,0.491176471,0.027832797,0.436809269,0.94938834,0.731036843,0.162858725,0.203666402
schizo.csv,MCB,1,"{'k': 2, 'DSEL_perc': 0.6}",0.529411765,0.520833333,0.479166667,0.522727273,0.489583333,0.545287433,0.019887447,3.114328665
schizo.csv,KNORAU,1,"{'k': 8, 'DSEL_perc': 0.7000000000000001}",0.441176471,0.434027778,0.565972222,0.43040293,0.435763889,0.432475195,0.022585392,3.101040335
schizo.csv,METADES,1,"{'k': 8, 'DSEL_perc': 0.9}",0.529411765,0.513888889,0.486111111,0.519230769,0.571180556,0.582182363,0.226551056,6.193588762
schizo.csv,AdaBoostClassifier,1,"{'n_estimators': 52, 'learning_rate': 0.930492132673228}",0.323529412,0.315972222,0.684027778,0.305860806,0.394097222,0.381002521,0.086359262,0.214310253
schizo.csv,MCB,2,"{'k': 8, 'DSEL_perc': 0.1}",0.558823529,0.559027778,0.440972222,0.558823529,0.586805556,0.665441176,0.026680231,3.127448699
schizo.csv,KNORAU,2,"{'k': 6, 'DSEL_perc': 0.30000000000000004}",0.529411765,0.510416667,0.489583333,0.517857143,0.484375,0.43904828,0.023338318,3.068545285
schizo.csv,METADES,2,"{'k': 2, 'DSEL_perc': 0.4}",0.5,0.482638889,0.517361111,0.473544974,0.513888889,0.441342986,0.229741812,6.237240399
schizo.csv,AdaBoostClassifier,2,"{'n_estimators': 39, 'learning_rate': 0.11449167020656695}",0.529411765,0.503472222,0.496527778,0.515625,0.557291667,0.579212923,0.065068483,0.170665629
schizo.csv,MCB,3,"{'k': 4, 'DSEL_perc': 0.6}",0.588235294,0.583333333,0.416666667,0.585714286,0.472222222,0.589869281,0.019755602,3.126151421
schizo.csv,KNORAU,3,"{'k': 3, 'DSEL_perc': 0.1}",0.705882353,0.704861111,0.295138889,0.704861111,0.715277778,0.577535699,0.026512861,3.088656594
schizo.csv,METADES,3,"{'k': 7, 'DSEL_perc': 0.7000000000000001}",0.470588235,0.472222222,0.527777778,0.472222222,0.335069444,0.362013521,0.22832036,6.22243741
schizo.csv,AdaBoostClassifier,3,"{'n_estimators': 98, 'learning_rate': 0.8975715082873685}",0.5,0.503472222,0.496527778,0.503508772,0.704861111,0.784745279,0.162917137,0.373244286
schizo.csv,MCB,4,"{'k': 3, 'DSEL_perc': 0.8}",0.205882353,0.197916667,0.802083333,0.181318681,0.336805556,0.314338235,0.01813674,3.1260252
schizo.csv,KNORAU,4,"{'k': 7, 'DSEL_perc': 0.8}",0.235294118,0.225694444,0.774305556,0.200757576,0.088541667,0.29477806,0.017273188,3.077605191
schizo.csv,METADES,4,"{'k': 8, 'DSEL_perc': 0.8}",0.470588235,0.461805556,0.538194444,0.458333333,0.479166667,0.434631437,0.226968288,6.211014355
schizo.csv,AdaBoostClassifier,4,"{'n_estimators': 84, 'learning_rate': 0.6892058871321881}",0.441176471,0.420138889,0.579861111,0.34137931,0.208333333,0.375650786,0.14389801,0.325658742
schizo.csv,MCB,5,"{'k': 6, 'DSEL_perc': 0.5}",0.529411765,0.524305556,0.475694444,0.525,0.5625,0.663893189,0.020917654,3.113739631
schizo.csv,KNORAU,5,"{'k': 2, 'DSEL_perc': 0.8}",0.5,0.503472222,0.496527778,0.503508772,0.487847222,0.429772111,0.017588139,3.094757304
schizo.csv,METADES,5,"{'k': 5, 'DSEL_perc': 0.9}",0.558823529,0.545138889,0.454861111,0.557777778,0.380208333,0.467232098,0.229261398,6.275948356
schizo.csv,AdaBoostClassifier,5,"{'n_estimators': 46, 'learning_rate': 0.1555051915218833}",0.529411765,0.524305556,0.475694444,0.525,0.465277778,0.461342108,0.078050375,0.195496223
schizo.csv,MCB,6,"{'k': 6, 'DSEL_perc': 0.6}",0.411764706,0.413194444,0.586805556,0.413194444,0.413194444,0.545547386,0.023362875,3.128142918
schizo.csv,KNORAU,6,"{'k': 4, 'DSEL_perc': 0.6}",0.470588235,0.475694444,0.524305556,0.475,0.447916667,0.456394666,0.019821882,3.090108142
schizo.csv,METADES,6,"{'k': 9, 'DSEL_perc': 0.6}",0.411764706,0.409722222,0.590277778,0.409722222,0.397569444,0.467762195,0.229246378,6.228587207
schizo.csv,AdaBoostClassifier,6,"{'n_estimators': 90, 'learning_rate': 0.9138835959645183}",0.441176471,0.447916667,0.552083333,0.445054945,0.434027778,0.50174221,0.154645443,0.378812061
schizo.csv,MCB,7,"{'k': 5, 'DSEL_perc': 0.5}",0.441176471,0.430555556,0.569444444,0.420948617,0.517361111,0.568014706,0.021614552,3.137385144
schizo.csv,KNORAU,7,"{'k': 3, 'DSEL_perc': 0.9}",0.676470588,0.673611111,0.326388889,0.675438596,0.576388889,0.506432431,0.016833067,3.078341484
schizo.csv,METADES,7,"{'k': 7, 'DSEL_perc': 0.9}",0.470588235,0.489583333,0.510416667,0.482142857,0.612847222,0.650676059,0.227302313,6.203889847
schizo.csv,AdaBoostClassifier,7,"{'n_estimators': 32, 'learning_rate': 0.051523621008612526}",0.676470588,0.677083333,0.322916667,0.676470588,0.668402778,0.601279407,0.057290792,0.152426607
schizo.csv,MCB,8,"{'k': 5, 'DSEL_perc': 0.4}",0.411764706,0.411764706,0.588235294,0.225806452,0.5,0.544117647,0.0223279,3.131277421
schizo.csv,KNORAU,8,"{'k': 7, 'DSEL_perc': 0.6}",0.470588235,0.470588235,0.529411765,0.470588235,0.442906574,0.439372246,0.019436836,3.070031895
schizo.csv,METADES,8,"{'k': 2, 'DSEL_perc': 0.8}",0.382352941,0.382352941,0.617647059,0.381944444,0.30449827,0.404358631,0.226233721,6.206000552
schizo.csv,AdaBoostClassifier,8,"{'n_estimators': 73, 'learning_rate': 0.9588464799070201}",0.441176471,0.441176471,0.558823529,0.418269231,0.326989619,0.476971318,0.123599052,0.290477977
schizo.csv,MCB,9,"{'k': 4, 'DSEL_perc': 0.8}",0.647058824,0.647058824,0.352941176,0.688888889,0.617647059,0.713235294,0.025411129,3.128479509
schizo.csv,KNORAU,9,"{'k': 2, 'DSEL_perc': 0.7000000000000001}",0.617647059,0.617647059,0.382352941,0.702380952,0.60899654,0.682843842,0.018487453,3.086559913
schizo.csv,METADES,9,"{'k': 9, 'DSEL_perc': 0.7000000000000001}",0.470588235,0.470588235,0.529411765,0.470175439,0.501730104,0.494856017,0.232762575,6.215845837
schizo.csv,AdaBoostClassifier,9,"{'n_estimators': 55, 'learning_rate': 0.8153661273029486}",0.647058824,0.647058824,0.352941176,0.655677656,0.714532872,0.647324366,0.135070801,0.34403801
schizo.csv,MCB,10,"{'k': 7, 'DSEL_perc': 0.5}",0.705882353,0.705882353,0.294117647,0.764444444,0.705882353,0.796675192,0.031876326,3.214099828
schizo.csv,KNORAU,10,"{'k': 2, 'DSEL_perc': 0.9}",0.411764706,0.411764706,0.588235294,0.365079365,0.524221453,0.472670064,0.016382933,3.06734618
schizo.csv,METADES,10,"{'k': 3, 'DSEL_perc': 0.9}",0.558823529,0.558823529,0.441176471,0.570833333,0.636678201,0.704670171,0.225768805,6.212241509
schizo.csv,AdaBoostClassifier,10,"{'n_estimators': 87, 'learning_rate': 0.9474025059537095}",0.882352941,0.882352941,0.117647059,0.904761905,0.910034602,0.834704626,0.144385338,0.33445218
spectf.csv,MCB,1,"{'k': 6, 'DSEL_perc': 0.9}",0.222222222,0.522727273,0.477272727,0.596153846,0.522727273,0.911616162,0.016833067,3.915521834
spectf.csv,KNORAU,1,"{'k': 9, 'DSEL_perc': 0.5}",0.444444444,0.659090909,0.340909091,0.625,0.836363636,0.964491405,0.023539305,3.866601873
spectf.csv,METADES,1,"{'k': 2, 'DSEL_perc': 0.5}",0.37037037,0.536363636,0.463636364,0.528571429,0.486363636,0.790805705,0.23200655,7.790759758
spectf.csv,AdaBoostClassifier,1,"{'n_estimators': 12, 'learning_rate': 0.09391475525989681}",0.444444444,0.504545455,0.495454545,0.502840909,0.654545455,0.901771728,0.024535418,0.088055929
spectf.csv,MCB,2,"{'k': 9, 'DSEL_perc': 0.8}",0.555555556,0.727272727,0.272727273,0.647058824,0.704545455,0.945286195,0.018485308,3.913729279
spectf.csv,KNORAU,2,"{'k': 9, 'DSEL_perc': 0.8}",0.62962963,0.772727273,0.227272727,0.666666667,0.868181818,0.972069041,0.020329714,3.87595318
spectf.csv,METADES,2,"{'k': 3, 'DSEL_perc': 0.5}",0.518518519,0.627272727,0.372727273,0.579545455,0.540909091,0.867000362,0.231903315,7.793859199
spectf.csv,AdaBoostClassifier,2,"{'n_estimators': 23, 'learning_rate': 0.07475795255174658}",0.703703704,0.740909091,0.259090909,0.650568182,0.931818182,0.982585948,0.047141552,0.141823733
spectf.csv,MCB,3,"{'k': 3, 'DSEL_perc': 0.7000000000000001}",0.962962963,0.916666667,0.083333333,0.977272727,0.75,0.9375,0.020827293,3.891909564
spectf.csv,KNORAU,3,"{'k': 8, 'DSEL_perc': 0.8}",1,1,0,1,1,1,0.01859355,3.8590078
spectf.csv,METADES,3,"{'k': 4, 'DSEL_perc': 0.9}",0.962962963,0.916666667,0.083333333,0.977272727,0.916666667,0.977272727,0.225175619,7.718616062
spectf.csv,AdaBoostClassifier,3,"{'n_estimators': 96, 'learning_rate': 0.11798050848732422}",1,1,0,1,1,1,0.195022583,0.516396982
spectf.csv,MCB,4,"{'k': 9, 'DSEL_perc': 0.8}",0.888888889,0.869047619,0.130952381,0.832142857,0.892857143,0.970899471,0.018634081,3.923910635
spectf.csv,KNORAU,4,"{'k': 7, 'DSEL_perc': 0.9}",0.888888889,0.80952381,0.19047619,0.854545455,0.96031746,0.989897959,0.017458439,3.871900064
spectf.csv,METADES,4,"{'k': 9, 'DSEL_perc': 0.5}",0.962962963,0.916666667,0.083333333,0.977272727,0.984126984,0.995459699,0.23289299,7.73800744
spectf.csv,AdaBoostClassifier,4,"{'n_estimators': 13, 'learning_rate': 0.060227594134516935}",0.925925926,0.833333333,0.166666667,0.956521739,1,1,0.02661109,0.092683015
spectf.csv,MCB,5,"{'k': 8, 'DSEL_perc': 0.7000000000000001}",0.925925926,0.892857143,0.107142857,0.892857143,0.726190476,0.929491603,0.021038771,3.908828453
spectf.csv,KNORAU,5,"{'k': 8, 'DSEL_perc': 0.9}",0.962962963,0.916666667,0.083333333,0.977272727,1,1,0.016937494,3.893710949
spectf.csv,METADES,5,"{'k': 6, 'DSEL_perc': 0.8}",0.851851852,0.726190476,0.273809524,0.809782609,0.888888889,0.966587989,0.22759676,7.81195252
spectf.csv,AdaBoostClassifier,5,"{'n_estimators': 14, 'learning_rate': 0.08082616397112187}",1,1,0,1,1,1,0.029794455,0.111809483
spectf.csv,MCB,6,"{'k': 4, 'DSEL_perc': 0.7000000000000001}",0.888888889,0.75,0.25,0.9375,0.726190476,0.929491603,0.021495819,3.892209795
spectf.csv,KNORAU,6,"{'k': 9, 'DSEL_perc': 0.6}",0.888888889,0.75,0.25,0.9375,1,1,0.030791521,3.861824671
spectf.csv,METADES,6,"{'k': 6, 'DSEL_perc': 0.8}",0.777777778,0.55952381,0.44047619,0.65,0.920634921,0.979755958,0.227272272,7.758661553
spectf.csv,AdaBoostClassifier,6,"{'n_estimators': 11, 'learning_rate': 0.08531343696389913}",0.888888889,0.75,0.25,0.9375,1,1,0.022725582,0.083428842
spectf.csv,MCB,7,"{'k': 4, 'DSEL_perc': 0.8}",0.777777778,0.738095238,0.261904762,0.697368421,0.702380952,0.921236171,0.019203186,3.90846641
spectf.csv,KNORAU,7,"{'k': 8, 'DSEL_perc': 0.9}",0.888888889,0.75,0.25,0.9375,1,1,0.016460419,3.850212804
spectf.csv,METADES,7,"{'k': 4, 'DSEL_perc': 0.8}",0.925925926,0.833333333,0.166666667,0.956521739,0.988095238,0.996650175,0.226598024,7.744559535
spectf.csv,AdaBoostClassifier,7,"{'n_estimators': 26, 'learning_rate': 0.10338326023904701}",0.925925926,0.892857143,0.107142857,0.892857143,0.968253968,0.990440206,0.052712917,0.152614382
spectf.csv,MCB,8,"{'k': 6, 'DSEL_perc': 0.5}",0.730769231,0.452380952,0.547619048,0.395833333,0.476190476,0.895421245,0.022298098,4.04390922
spectf.csv,KNORAU,8,"{'k': 6, 'DSEL_perc': 0.4}",0.807692308,0.5,0.5,0.403846154,0.628571429,0.906752742,0.025497198,4.002662805
spectf.csv,METADES,8,"{'k': 4, 'DSEL_perc': 0.2}",0.769230769,0.476190476,0.523809524,0.4,0.480952381,0.858051848,0.238694668,8.009773034
spectf.csv,AdaBoostClassifier,8,"{'n_estimators': 14, 'learning_rate': 0.06629975258679395}",0.807692308,0.5,0.5,0.403846154,0.466666667,0.822284599,0.028855085,0.099402208
spectf.csv,MCB,9,"{'k': 2, 'DSEL_perc': 0.8}",0.769230769,0.476190476,0.523809524,0.4,0.428571429,0.877568084,0.018013477,4.037811206
spectf.csv,KNORAU,9,"{'k': 5, 'DSEL_perc': 0.9}",0.807692308,0.5,0.5,0.403846154,0.523809524,0.894545249,0.016942501,3.978756758
spectf.csv,METADES,9,"{'k': 4, 'DSEL_perc': 0.4}",0.807692308,0.5,0.5,0.403846154,0.633333333,0.915489273,0.239373684,8.045930129
spectf.csv,AdaBoostClassifier,9,"{'n_estimators': 11, 'learning_rate': 0.1283252465030169}",0.807692308,0.5,0.5,0.403846154,0.642857143,0.910446905,0.022451401,0.084831164
spectf.csv,MCB,10,"{'k': 2, 'DSEL_perc': 0.9}",0.692307692,0.428571429,0.571428571,0.391304348,0.476190476,0.895421245,0.016767979,4.042524558
spectf.csv,KNORAU,10,"{'k': 3, 'DSEL_perc': 0.9}",0.807692308,0.576190476,0.423809524,0.666666667,0.733333333,0.916621848,0.017315388,3.991668041
spectf.csv,METADES,10,"{'k': 5, 'DSEL_perc': 0.9}",0.769230769,0.476190476,0.523809524,0.4,0.428571429,0.877633116,0.230546474,8.038273224
spectf.csv,AdaBoostClassifier,10,"{'n_estimators': 10, 'learning_rate': 0.2685386959751465}",0.807692308,0.5,0.5,0.403846154,0.804761905,0.944547422,0.021461248,0.085335511
spect.csv,MCB,1,"{'k': 2, 'DSEL_perc': 0.2}",0.62962963,0.644886364,0.355113636,0.641666667,0.463068182,0.554624678,0.019458055,3.913640976
spect.csv,KNORAU,1,"{'k': 6, 'DSEL_perc': 0.6}",0.518518519,0.536931818,0.463068182,0.536931818,0.514204545,0.413843146,0.023479939,3.925782663
spect.csv,METADES,1,"{'k': 4, 'DSEL_perc': 0.7000000000000001}",0.555555556,0.525568182,0.474431818,0.527777778,0.485795455,0.433105175,0.22618556,7.844262653
spect.csv,AdaBoostClassifier,1,"{'n_estimators': 26, 'learning_rate': 0.0666989784326775}",0.703703704,0.678977273,0.321022727,0.694444444,0.835227273,0.751922587,0.039233923,0.163784734
spect.csv,MCB,2,"{'k': 9, 'DSEL_perc': 0.9}",0.555555556,0.525568182,0.474431818,0.527777778,0.573863636,0.584511785,0.016258717,3.897048809
spect.csv,KNORAU,2,"{'k': 8, 'DSEL_perc': 0.8}",0.62962963,0.559659091,0.440340909,0.645833333,0.667613636,0.628015718,0.016147614,3.844782158
spect.csv,METADES,2,"{'k': 5, 'DSEL_perc': 0.1}",0.62962963,0.588068182,0.411931818,0.610714286,0.616477273,0.495756811,0.228172541,7.759465112
spect.csv,AdaBoostClassifier,2,"{'n_estimators': 20, 'learning_rate': 0.07040194427766949}",0.703703704,0.650568182,0.349431818,0.740909091,0.636363636,0.664338296,0.028986454,0.125929161
spect.csv,MCB,3,"{'k': 7, 'DSEL_perc': 0.8}",0.740740741,0.724431818,0.275568182,0.732352941,0.599431818,0.616792929,0.016911507,3.919371852
spect.csv,KNORAU,3,"{'k': 6, 'DSEL_perc': 0.9}",0.703703704,0.650568182,0.349431818,0.740909091,0.607954545,0.689628237,0.016220808,3.870204643
spect.csv,METADES,3,"{'k': 9, 'DSEL_perc': 0.4}",0.777777778,0.727272727,0.272727273,0.863636364,0.732954545,0.769320915,0.226471901,7.802804311
spect.csv,AdaBoostClassifier,3,"{'n_estimators': 46, 'learning_rate': 0.11518108505506125}",0.703703704,0.636363636,0.363636364,0.833333333,0.735795455,0.808999414,0.065703869,0.242771926
spect.csv,MCB,4,"{'k': 7, 'DSEL_perc': 0.5}",0.592592593,0.599431818,0.400568182,0.596153846,0.571022727,0.606578607,0.018748283,3.899000309
spect.csv,KNORAU,4,"{'k': 5, 'DSEL_perc': 0.5}",0.740740741,0.738636364,0.261363636,0.733333333,0.838068182,0.702099602,0.018547535,3.857780386
spect.csv,METADES,4,"{'k': 6, 'DSEL_perc': 0.2}",0.666666667,0.676136364,0.323863636,0.67032967,0.613636364,0.503143486,0.227862835,7.812897364
spect.csv,AdaBoostClassifier,4,"{'n_estimators': 26, 'learning_rate': 0.05637875680899399}",0.777777778,0.769886364,0.230113636,0.769886364,0.826704545,0.812899748,0.041965723,0.172164705
spect.csv,MCB,5,"{'k': 5, 'DSEL_perc': 0.8}",0.518518519,0.508522727,0.491477273,0.508333333,0.585227273,0.615319865,0.016965389,3.900854676
spect.csv,KNORAU,5,"{'k': 2, 'DSEL_perc': 0.8}",0.62962963,0.616477273,0.383522727,0.616477273,0.661931818,0.577723302,0.017328739,3.864597391
spect.csv,METADES,5,"{'k': 4, 'DSEL_perc': 0.7000000000000001}",0.444444444,0.403409091,0.596590909,0.388157895,0.480113636,0.402503978,0.225747108,7.797956467
spect.csv,AdaBoostClassifier,5,"{'n_estimators': 13, 'learning_rate': 0.10717509347650042}",0.592592593,0.556818182,0.443181818,0.565789474,0.636363636,0.544888277,0.019391537,0.092206178
spect.csv,MCB,6,"{'k': 4, 'DSEL_perc': 0.8}",0.769230769,0.8,0.2,0.823529412,0.721212121,0.767893871,0.016755819,4.084403698
spect.csv,KNORAU,6,"{'k': 3, 'DSEL_perc': 0.7000000000000001}",0.692307692,0.684848485,0.315151515,0.684848485,0.684848485,0.675354563,0.016431093,4.028650431
spect.csv,METADES,6,"{'k': 3, 'DSEL_perc': 0.2}",0.692307692,0.709090909,0.290909091,0.709090909,0.709090909,0.675657088,0.226965904,8.060666231
spect.csv,AdaBoostClassifier,6,"{'n_estimators': 11, 'learning_rate': 0.171183256977455}",0.769230769,0.8,0.2,0.823529412,0.918181818,0.877705628,0.016211033,0.086417565
spect.csv,MCB,7,"{'k': 7, 'DSEL_perc': 0.7000000000000001}",0.769230769,0.751515152,0.248484848,0.77124183,0.763636364,0.784965035,0.017425776,4.074582687
spect.csv,KNORAU,7,"{'k': 8, 'DSEL_perc': 0.4}",0.769230769,0.763636364,0.236363636,0.763636364,0.781818182,0.836979182,0.020284414,4.091583765
spect.csv,METADES,7,"{'k': 8, 'DSEL_perc': 0.30000000000000004}",0.769230769,0.751515152,0.248484848,0.77124183,0.784848485,0.819044109,0.226977348,8.065636341
spect.csv,AdaBoostClassifier,7,"{'n_estimators': 12, 'learning_rate': 0.22562951713739174}",0.884615385,0.863636364,0.136363636,0.916666667,0.809090909,0.858829767,0.01802063,0.092057081
spect.csv,MCB,8,"{'k': 7, 'DSEL_perc': 0.5}",0.576923077,0.560606061,0.439393939,0.5625,0.687878788,0.692940393,0.01843977,4.071712494
spect.csv,KNORAU,8,"{'k': 6, 'DSEL_perc': 0.6}",0.692307692,0.648484848,0.351515152,0.733333333,0.793939394,0.788497695,0.018416882,4.024340556
spect.csv,METADES,8,"{'k': 5, 'DSEL_perc': 0.30000000000000004}",0.692307692,0.672727273,0.327272727,0.68627451,0.684848485,0.581027306,0.226347446,8.041831163
spect.csv,AdaBoostClassifier,8,"{'n_estimators': 17, 'learning_rate': 0.06956168670415866}",0.807692308,0.772727273,0.227272727,0.875,0.790909091,0.831196581,0.024498701,0.11415665
spect.csv,MCB,9,"{'k': 9, 'DSEL_perc': 0.5}",0.653846154,0.663636364,0.336363636,0.660714286,0.612121212,0.679439188,0.018170834,4.078470744
spect.csv,KNORAU,9,"{'k': 9, 'DSEL_perc': 0.6}",0.576923077,0.572727273,0.427272727,0.571428571,0.606060606,0.565894369,0.017808437,4.023203483
spect.csv,METADES,9,"{'k': 9, 'DSEL_perc': 0.5}",0.384615385,0.381818182,0.618181818,0.384615385,0.381818182,0.334056874,0.226451874,8.085700182
spect.csv,AdaBoostClassifier,9,"{'n_estimators': 13, 'learning_rate': 0.05604130251200428}",0.538461538,0.527272727,0.472727273,0.527272727,0.548484848,0.575890019,0.019627333,0.098393514
spect.csv,MCB,10,"{'k': 4, 'DSEL_perc': 0.1}",0.423076923,0.451515152,0.548484848,0.444444444,0.545454545,0.648509385,0.021428823,4.072262691
spect.csv,KNORAU,10,"{'k': 2, 'DSEL_perc': 0.5}",0.807692308,0.784848485,0.215151515,0.826388889,0.815151515,0.858263138,0.019348383,3.997087479
spect.csv,METADES,10,"{'k': 7, 'DSEL_perc': 0.30000000000000004}",0.807692308,0.784848485,0.215151515,0.826388889,0.721212121,0.76465479,0.22611928,8.111632787
spect.csv,AdaBoostClassifier,10,"{'n_estimators': 13, 'learning_rate': 0.05774901662915028}",0.846153846,0.83030303,0.16969697,0.85620915,0.890909091,0.885818727,0.019487381,0.096321106
transplant.csv,MCB,1,"{'k': 9, 'DSEL_perc': 0.9}",0.928571429,0.9,0.1,0.95,0.7,0.875,0.015983343,7.46851308
transplant.csv,KNORAU,1,"{'k': 6, 'DSEL_perc': 0.30000000000000004}",0.928571429,0.9,0.1,0.95,0.9,0.95,0.01633358,7.403884615
transplant.csv,METADES,1,"{'k': 6, 'DSEL_perc': 0.7000000000000001}",0.785714286,0.7,0.3,0.875,1,1,0.223897696,14.8790053
transplant.csv,AdaBoostClassifier,1,"{'n_estimators': 42, 'learning_rate': 0.12603474399110798}",0.857142857,0.8,0.2,0.909090909,0.8,0.909090909,0.052647829,0.410607883
transplant.csv,MCB,2,"{'k': 7, 'DSEL_perc': 0.2}",1,1,0,1,0.875,0.95,0.01595664,8.06082212
transplant.csv,KNORAU,2,"{'k': 6, 'DSEL_perc': 0.7000000000000001}",1,1,0,1,1,1,0.016140223,8.006976201
transplant.csv,METADES,2,"{'k': 8, 'DSEL_perc': 0.7000000000000001}",1,1,0,1,1,1,0.223479748,15.953174
transplant.csv,AdaBoostClassifier,2,"{'n_estimators': 98, 'learning_rate': 0.07749988280809782}",1,1,0,1,1,1,0.125207901,0.921872946
transplant.csv,MCB,3,"{'k': 5, 'DSEL_perc': 0.9}",0.769230769,0.625,0.375,0.875,0.625,0.875,0.016562462,8.038447453
transplant.csv,KNORAU,3,"{'k': 6, 'DSEL_perc': 0.8}",0.769230769,0.625,0.375,0.875,0.583333333,0.849747475,0.016480923,8.033587382
transplant.csv,METADES,3,"{'k': 5, 'DSEL_perc': 0.5}",1,1,0,1,1,1,0.22674346,0.137860958
transplant.csv,AdaBoostClassifier,3,"{'n_estimators': 58, 'learning_rate': 0.2439441922416027}",1,1,0,1,1,1,0.075154781,0.576367745
transplant.csv,MCB,4,"{'k': 2, 'DSEL_perc': 0.9}",0.769230769,0.7,0.3,0.863636364,0.9,0.944444444,0.015359879,8.041326816
transplant.csv,KNORAU,4,"{'k': 8, 'DSEL_perc': 0.8}",1,1,0,1,1,1,0.01553607,0.118457354
transplant.csv,METADES,4,"{'k': 4, 'DSEL_perc': 0.30000000000000004}",1,1,0,1,1,1,0.223091364,0.164343761
transplant.csv,AdaBoostClassifier,4,"{'n_estimators': 38, 'learning_rate': 0.05844658523170324}",1,1,0,1,1,1,0.048904419,0.406888815
transplant.csv,MCB,5,"{'k': 4, 'DSEL_perc': 0.5}",1,1,0,1,1,1,0.01705718,0.121483436
transplant.csv,KNORAU,5,"{'k': 8, 'DSEL_perc': 0.5}",1,1,0,1,1,1,0.016434193,0.119356009
transplant.csv,METADES,5,"{'k': 4, 'DSEL_perc': 0.6}",1,1,0,1,1,1,0.223588705,15.923335
transplant.csv,AdaBoostClassifier,5,"{'n_estimators': 17, 'learning_rate': 0.8202758776289568}",1,1,0,1,1,1,0.023147821,0.225690695
transplant.csv,MCB,6,"{'k': 2, 'DSEL_perc': 0.30000000000000004}",1,1,0,1,1,1,0.015924692,8.02887403
transplant.csv,KNORAU,6,"{'k': 7, 'DSEL_perc': 0.2}",1,1,0,1,1,1,0.016117096,7.978439331
transplant.csv,METADES,6,"{'k': 7, 'DSEL_perc': 0.4}",1,1,0,1,1,1,0.223109722,15.96450806
transplant.csv,AdaBoostClassifier,6,"{'n_estimators': 68, 'learning_rate': 0.740689644685287}",1,1,0,1,1,1,0.08433032,0.669057553
transplant.csv,MCB,7,"{'k': 4, 'DSEL_perc': 0.9}",0.923076923,0.9375,0.0625,0.916666667,0.9375,0.975961538,0.015851259,8.036998602
transplant.csv,KNORAU,7,"{'k': 4, 'DSEL_perc': 0.6}",0.923076923,0.9375,0.0625,0.916666667,0.9375,0.975961538,0.017712831,0.11743032
transplant.csv,METADES,7,"{'k': 6, 'DSEL_perc': 0.9}",0.923076923,0.9375,0.0625,0.916666667,0.9375,0.975961538,0.223502874,16.00076602
transplant.csv,AdaBoostClassifier,7,"{'n_estimators': 20, 'learning_rate': 0.4340990534695688}",0.923076923,0.9375,0.0625,0.916666667,0.875,0.949919872,0.035095215,0.529087507
transplant.csv,MCB,8,"{'k': 5, 'DSEL_perc': 0.6}",1,1,0,1,1,1,0.015933752,8.036209987
transplant.csv,KNORAU,8,"{'k': 9, 'DSEL_perc': 0.7000000000000001}",1,1,0,1,1,1,0.015444279,0.121556796
transplant.csv,METADES,8,"{'k': 5, 'DSEL_perc': 0.9}",1,1,0,1,1,1,0.224802971,16.12307475
transplant.csv,AdaBoostClassifier,8,"{'n_estimators': 21, 'learning_rate': 0.8868588601447055}",1,1,0,1,1,1,0.028093576,0.267157188
transplant.csv,MCB,9,"{'k': 4, 'DSEL_perc': 0.6}",0.923076923,0.9375,0.0625,0.916666667,0.9375,0.975961538,0.015863657,8.080170705
transplant.csv,KNORAU,9,"{'k': 7, 'DSEL_perc': 0.9}",1,1,0,1,1,1,0.015830517,7.984894973
transplant.csv,METADES,9,"{'k': 5, 'DSEL_perc': 0.4}",0.923076923,0.9375,0.0625,0.916666667,1,1,0.223558664,15.95453116
transplant.csv,AdaBoostClassifier,9,"{'n_estimators': 57, 'learning_rate': 0.10589594295147825}",0.923076923,0.9375,0.0625,0.916666667,1,1,0.071465254,0.553864699
transplant.csv,MCB,10,"{'k': 6, 'DSEL_perc': 0.2}",0.846153846,0.875,0.125,0.857142857,0.875,0.951923077,0.015773058,8.032523669
transplant.csv,KNORAU,10,"{'k': 2, 'DSEL_perc': 0.8}",0.846153846,0.875,0.125,0.857142857,1,1,0.016464233,7.989223187
transplant.csv,METADES,10,"{'k': 4, 'DSEL_perc': 0.6}",0.846153846,0.875,0.125,0.857142857,1,1,0.224035025,15.95086318
transplant.csv,AdaBoostClassifier,10,"{'n_estimators': 35, 'learning_rate': 0.05504101030394389}",0.846153846,0.875,0.125,0.857142857,1,1,0.045295477,0.372593219
teaching.csv,MCB,1,"{'k': 4, 'DSEL_perc': 0.5}",0.75,0.744444444,0.124242424,0.801587302,0.851515152,0.85625,0.017107725,6.625011563
teaching.csv,KNORAU,1,"{'k': 5, 'DSEL_perc': 0.1}",0.875,0.888888889,0.060606061,0.888888889,0.982828283,0.968994709,0.017668962,6.537586451
teaching.csv,METADES,1,"{'k': 2, 'DSEL_perc': 0.30000000000000004}",0.9375,0.933333333,0.03030303,0.944444444,0.945454545,0.924861111,0.226363182,13.09396327
teaching.csv,AdaBoostClassifier,1,"{'n_estimators': 63, 'learning_rate': 0.9360951175149603}",0.8125,0.811111111,0.096969697,0.838095238,0.889393939,0.752654321,0.08300972,0.551253557
